age,job,marital,Married,education,Ed,default,Def,balance,housing,House,loan,Personal,contact,day,month,duration,campaign,pdays,previous,Previous,Subscribe
39,technician,single,0,tertiary,3,no,0,5803,no,0,no,0,cellular,2,feb,83,3,-1,0,0,0
53,entrepreneur,married,1,tertiary,3,no,0,624,no,0,yes,1,cellular,21,jul,180,4,-1,0,0,0
58,technician,married,1,tertiary,3,no,0,883,no,0,no,0,cellular,18,aug,543,1,78,2,0,0
40,self-employed,married,1,secondary,2,no,0,1516,yes,1,yes,1,unknown,23,may,373,1,-1,0,0,0
29,student,single,0,secondary,2,no,0,872,yes,1,no,0,unknown,7,may,230,1,-1,0,0,0
33,technician,married,1,tertiary,3,no,0,-988,yes,1,yes,1,cellular,15,jul,83,3,-1,0,0,0
38,admin.,single,0,secondary,2,no,0,902,yes,1,no,0,telephone,31,jul,58,13,-1,0,0,0
56,services,divorced,0,secondary,2,no,0,1007,no,0,no,0,cellular,29,jul,88,6,-1,0,0,0
40,services,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,2,jun,297,1,28,3,0,0
24,blue-collar,single,0,secondary,2,no,0,174,yes,1,yes,1,cellular,18,may,487,1,-1,0,0,1
46,management,married,1,secondary,2,no,0,12186,no,0,no,0,unknown,20,jun,29,3,-1,0,0,0
35,self-employed,married,1,secondary,2,no,0,524,yes,1,no,0,cellular,21,nov,484,4,-1,0,0,0
35,blue-collar,single,0,tertiary,3,no,0,0,yes,1,no,0,cellular,21,jul,262,4,-1,0,0,0
34,technician,married,1,secondary,2,no,0,4,yes,1,no,0,unknown,15,may,644,1,-1,0,0,0
35,housemaid,married,1,tertiary,3,no,0,11219,no,0,no,0,cellular,12,aug,699,2,79,1,0,0
38,technician,single,0,tertiary,3,no,0,0,no,0,no,0,cellular,28,aug,247,2,-1,0,0,0
50,blue-collar,married,1,primary,1,no,0,5776,no,0,no,0,cellular,18,nov,49,3,-1,0,0,0
51,blue-collar,divorced,0,primary,1,no,0,37,yes,1,no,0,cellular,13,may,341,1,-1,0,0,0
59,self-employed,married,1,tertiary,3,no,0,593,no,0,no,0,unknown,13,may,64,2,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,1148,yes,1,no,0,cellular,20,apr,121,1,-1,0,0,0
37,blue-collar,single,0,secondary,2,no,0,3561,yes,1,no,0,unknown,2,jun,98,1,-1,0,0,0
42,admin.,divorced,0,secondary,2,no,0,63,no,0,no,0,unknown,16,may,88,6,-1,0,0,0
40,student,married,1,secondary,2,no,0,260,no,0,no,0,unknown,20,jun,197,6,-1,0,0,0
28,technician,single,0,tertiary,3,no,0,2269,yes,1,no,0,unknown,9,may,331,1,-1,0,0,0
47,admin.,married,1,secondary,2,no,0,1060,yes,1,no,0,unknown,6,jun,83,3,-1,0,0,0
27,self-employed,married,1,secondary,2,no,0,-220,yes,1,no,0,unknown,26,may,138,2,-1,0,0,0
41,management,married,1,tertiary,3,no,0,49,yes,1,no,0,cellular,17,jul,312,5,-1,0,0,0
34,admin.,married,1,tertiary,3,no,0,69,no,0,yes,1,cellular,4,aug,120,3,1,6,1,1
50,blue-collar,married,1,primary,1,no,0,4108,yes,1,no,0,cellular,7,aug,526,2,-1,0,0,1
47,blue-collar,married,1,secondary,2,no,0,480,yes,1,no,0,unknown,28,may,211,2,-1,0,0,0
53,services,married,1,secondary,2,no,0,4994,no,0,no,0,cellular,18,aug,62,6,-1,0,0,0
53,technician,divorced,0,secondary,2,no,0,0,yes,1,yes,1,cellular,15,jul,135,5,-1,0,0,0
47,management,married,1,tertiary,3,no,0,3681,no,0,no,0,cellular,14,aug,101,2,-1,0,0,0
49,entrepreneur,divorced,0,unknown,0,yes,1,-701,yes,1,no,0,cellular,30,jul,988,2,-1,0,0,1
29,management,married,1,tertiary,3,no,0,451,no,0,no,0,cellular,28,jan,451,1,-1,0,0,0
45,blue-collar,divorced,0,primary,1,no,0,-311,yes,1,no,0,unknown,23,may,1030,1,-1,0,0,1
38,entrepreneur,married,1,secondary,2,no,0,593,yes,1,yes,1,cellular,24,jul,1484,24,-1,0,0,1
32,blue-collar,married,1,secondary,2,no,0,759,yes,1,no,0,cellular,9,apr,317,5,-1,0,0,1
70,retired,divorced,0,primary,1,no,0,4531,no,0,no,0,cellular,18,may,445,1,-1,0,0,0
65,retired,divorced,0,primary,1,no,0,1840,no,0,no,0,cellular,1,jun,383,2,188,5,0,0
56,blue-collar,married,1,secondary,2,no,0,345,yes,1,no,0,telephone,22,jul,605,1,-1,0,0,0
35,blue-collar,married,1,secondary,2,no,0,1287,yes,1,no,0,cellular,14,jul,330,2,-1,0,0,0
56,management,married,1,unknown,0,no,0,353,no,0,yes,1,cellular,25,jul,171,2,-1,0,0,0
56,technician,married,1,secondary,2,no,0,205,no,0,yes,1,cellular,23,jul,442,2,-1,0,0,0
49,entrepreneur,married,1,secondary,2,no,0,687,yes,1,no,0,cellular,17,apr,772,1,-1,0,0,1
38,unemployed,married,1,primary,1,no,0,1147,yes,1,yes,1,unknown,8,may,249,5,-1,0,0,0
35,management,married,1,tertiary,3,no,0,4286,yes,1,no,0,unknown,9,may,357,1,-1,0,0,0
38,admin.,married,1,tertiary,3,no,0,605,no,0,no,0,cellular,18,nov,147,2,-1,0,0,0
49,blue-collar,married,1,secondary,2,no,0,8545,yes,1,yes,1,cellular,6,may,199,7,167,1,0,0
55,management,married,1,unknown,0,no,0,559,no,0,no,0,cellular,28,jan,271,2,-1,0,0,0
43,blue-collar,single,0,primary,1,no,0,2,yes,1,no,0,cellular,30,jul,783,3,-1,0,0,0
43,management,married,1,tertiary,3,no,0,2,no,0,yes,1,cellular,20,aug,472,2,-1,0,0,0
25,admin.,single,0,tertiary,3,no,0,760,yes,1,no,0,cellular,27,may,223,3,89,2,0,1
30,blue-collar,married,1,primary,1,no,0,1317,yes,1,no,0,unknown,21,may,395,2,-1,0,0,0
46,blue-collar,married,1,secondary,2,no,0,182,no,0,no,0,cellular,4,feb,56,1,-1,0,0,0
50,admin.,married,1,primary,1,no,0,276,no,0,yes,1,unknown,17,jun,641,6,-1,0,0,0
35,entrepreneur,married,1,secondary,2,no,0,2971,no,0,no,0,cellular,4,may,429,4,164,2,0,1
26,unemployed,single,0,secondary,2,no,0,1064,no,0,no,0,unknown,31,may,113,1,-1,0,0,0
45,admin.,married,1,unknown,0,no,0,1783,no,0,no,0,unknown,20,jun,11,11,-1,0,0,0
37,blue-collar,married,1,secondary,2,no,0,-67,no,0,no,0,cellular,2,feb,157,1,-1,0,0,0
60,self-employed,single,0,tertiary,3,no,0,179,no,0,yes,1,cellular,29,jul,79,4,-1,0,0,0
38,management,married,1,tertiary,3,no,0,1199,no,0,no,0,cellular,4,aug,178,1,1,1,1,1
47,blue-collar,married,1,primary,1,no,0,214,yes,1,yes,1,unknown,9,jun,168,1,-1,0,0,0
33,technician,married,1,secondary,2,no,0,6699,no,0,no,0,cellular,9,nov,425,1,462,1,0,0
51,unemployed,married,1,secondary,2,no,0,1760,no,0,yes,1,cellular,19,nov,162,1,-1,0,0,0
35,entrepreneur,single,0,tertiary,3,no,0,145,yes,1,no,0,cellular,18,jul,799,2,-1,0,0,1
35,unemployed,married,1,secondary,2,no,0,978,no,0,no,0,cellular,29,dec,1370,3,209,3,1,1
48,admin.,single,0,secondary,2,no,0,1150,yes,1,no,0,unknown,28,may,357,1,-1,0,0,0
37,admin.,married,1,secondary,2,no,0,121,no,0,no,0,cellular,22,jul,22,6,-1,0,0,0
29,technician,single,0,tertiary,3,no,0,828,yes,1,no,0,cellular,16,apr,215,3,321,3,0,0
34,admin.,married,1,secondary,2,no,0,244,yes,1,no,0,cellular,31,jul,56,4,-1,0,0,0
32,services,married,1,primary,1,no,0,228,yes,1,no,0,cellular,21,jul,1017,6,-1,0,0,1
30,management,single,0,tertiary,3,no,0,424,no,0,no,0,cellular,16,apr,298,4,-1,0,0,1
47,management,divorced,0,tertiary,3,no,0,447,no,0,yes,1,unknown,7,may,126,1,-1,0,0,0
33,blue-collar,married,1,primary,1,no,0,-195,no,0,no,0,unknown,20,sep,9,1,-1,0,0,0
33,management,single,0,tertiary,3,no,0,1410,yes,1,no,0,cellular,5,feb,8,1,254,5,0,0
63,retired,married,1,primary,1,no,0,1084,no,0,no,0,cellular,14,oct,201,1,183,1,1,0
51,self-employed,divorced,0,primary,1,no,0,10924,no,0,no,0,cellular,6,may,106,2,-1,0,0,0
41,management,married,1,tertiary,3,no,0,832,yes,1,yes,1,cellular,21,nov,164,1,176,1,0,0
56,retired,married,1,tertiary,3,no,0,478,no,0,no,0,cellular,5,feb,97,1,-1,0,0,0
60,management,single,0,tertiary,3,no,0,0,no,0,yes,1,cellular,23,jul,151,1,-1,0,0,0
41,self-employed,single,0,tertiary,3,no,0,3950,yes,1,no,0,unknown,30,may,96,2,-1,0,0,0
37,management,single,0,unknown,0,no,0,504,yes,1,no,0,cellular,16,apr,555,1,-1,0,0,0
36,blue-collar,single,0,secondary,2,no,0,219,yes,1,yes,1,cellular,11,may,270,2,347,1,0,0
57,management,married,1,tertiary,3,no,0,1602,no,0,no,0,cellular,29,jul,339,3,-1,0,0,0
55,management,married,1,primary,1,no,0,2587,no,0,no,0,cellular,4,sep,328,2,94,2,1,1
44,admin.,married,1,secondary,2,no,0,0,yes,1,yes,1,unknown,16,may,159,1,-1,0,0,0
47,self-employed,married,1,tertiary,3,no,0,2303,yes,1,no,0,cellular,6,may,323,2,364,1,0,0
31,blue-collar,married,1,secondary,2,no,0,1660,yes,1,no,0,cellular,20,apr,342,1,-1,0,0,0
35,management,married,1,tertiary,3,yes,1,32,yes,1,no,0,cellular,21,nov,180,1,-1,0,0,0
39,management,married,1,tertiary,3,no,0,278,no,0,yes,1,cellular,28,jul,60,3,-1,0,0,0
50,management,married,1,tertiary,3,no,0,4,no,0,no,0,cellular,17,nov,223,1,96,2,0,0
29,management,married,1,tertiary,3,no,0,318,yes,1,no,0,cellular,18,may,1434,2,356,4,0,0
30,services,single,0,secondary,2,no,0,209,yes,1,no,0,unknown,6,may,30,2,-1,0,0,0
46,services,married,1,secondary,2,no,0,271,yes,1,no,0,unknown,16,may,134,4,-1,0,0,0
27,management,single,0,unknown,0,no,0,3196,no,0,no,0,cellular,9,feb,10,2,-1,0,0,0
48,admin.,divorced,0,secondary,2,no,0,4099,no,0,no,0,cellular,2,apr,397,2,-1,0,0,1
26,student,single,0,secondary,2,no,0,2572,yes,1,no,0,cellular,5,may,620,1,-1,0,0,0
36,management,single,0,tertiary,3,no,0,339,no,0,no,0,cellular,21,nov,6,6,-1,0,0,0
42,blue-collar,married,1,primary,1,no,0,0,yes,1,yes,1,cellular,7,may,209,2,-1,0,0,0
50,housemaid,married,1,primary,1,no,0,395,yes,1,no,0,unknown,15,may,419,2,-1,0,0,0
49,blue-collar,married,1,secondary,2,no,0,2039,yes,1,no,0,cellular,18,nov,283,2,-1,0,0,0
45,management,married,1,tertiary,3,no,0,5450,no,0,no,0,cellular,8,aug,188,2,-1,0,0,0
23,student,single,0,secondary,2,no,0,780,no,0,no,0,cellular,16,sep,267,1,-1,0,0,0
38,technician,single,0,secondary,2,no,0,0,yes,1,no,0,cellular,7,apr,196,2,-1,0,0,0
32,management,single,0,tertiary,3,no,0,8436,yes,1,no,0,cellular,17,apr,245,1,149,2,0,0
60,technician,single,0,primary,1,no,0,11262,no,0,no,0,cellular,26,aug,323,1,-1,0,0,1
30,entrepreneur,married,1,secondary,2,no,0,946,yes,1,no,0,cellular,19,nov,1065,1,183,1,0,0
58,housemaid,married,1,tertiary,3,no,0,497,no,0,no,0,unknown,11,jun,138,5,-1,0,0,0
60,retired,married,1,primary,1,no,0,55,no,0,no,0,cellular,4,jun,207,1,-1,0,0,0
38,services,married,1,secondary,2,no,0,-140,no,0,no,0,unknown,25,jun,456,3,-1,0,0,0
51,technician,married,1,secondary,2,no,0,-379,yes,1,no,0,cellular,5,aug,261,1,-1,0,0,0
42,admin.,married,1,secondary,2,no,0,-396,yes,1,no,0,cellular,11,may,80,1,308,4,0,0
30,services,single,0,secondary,2,no,0,0,yes,1,no,0,cellular,18,may,131,6,363,9,0,0
40,management,married,1,primary,1,no,0,733,yes,1,no,0,unknown,6,jun,94,7,-1,0,0,0
37,management,married,1,tertiary,3,no,0,393,yes,1,no,0,cellular,14,may,567,3,275,4,0,1
53,technician,divorced,0,primary,1,no,0,7290,yes,1,no,0,unknown,30,may,153,1,-1,0,0,0
27,services,single,0,secondary,2,no,0,468,yes,1,no,0,cellular,13,may,109,1,-1,0,0,0
39,blue-collar,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,30,apr,53,1,325,1,0,0
39,blue-collar,married,1,primary,1,no,0,3705,yes,1,no,0,unknown,16,jun,77,1,-1,0,0,0
59,retired,married,1,tertiary,3,no,0,9676,no,0,no,0,telephone,27,mar,234,2,-1,0,0,1
37,services,married,1,secondary,2,no,0,1328,yes,1,no,0,telephone,13,may,121,2,341,4,0,0
41,blue-collar,married,1,primary,1,no,0,8,yes,1,no,0,cellular,15,jul,155,2,-1,0,0,0
45,blue-collar,married,1,primary,1,no,0,61,no,0,no,0,cellular,17,apr,108,1,-1,0,0,0
48,management,married,1,tertiary,3,no,0,6613,no,0,no,0,unknown,17,jun,159,3,-1,0,0,0
48,technician,married,1,secondary,2,no,0,302,yes,1,no,0,unknown,26,may,208,3,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,1005,no,0,no,0,cellular,12,may,215,1,-1,0,0,0
35,services,married,1,secondary,2,no,0,109,yes,1,no,0,unknown,6,may,597,3,-1,0,0,0
33,management,single,0,tertiary,3,no,0,1240,yes,1,no,0,cellular,4,feb,505,2,260,1,0,0
28,blue-collar,single,0,primary,1,no,0,0,yes,1,yes,1,unknown,3,jun,380,4,-1,0,0,0
64,retired,married,1,unknown,0,no,0,2923,no,0,no,0,cellular,12,mar,120,1,-1,0,0,0
35,technician,married,1,secondary,2,no,0,0,no,0,no,0,cellular,27,aug,106,4,-1,0,0,0
33,blue-collar,married,1,secondary,2,no,0,43,yes,1,no,0,cellular,14,may,332,2,358,2,0,0
41,technician,married,1,secondary,2,no,0,288,yes,1,no,0,unknown,15,may,221,4,-1,0,0,0
34,admin.,married,1,secondary,2,no,0,613,yes,1,no,0,cellular,4,jun,80,1,-1,0,0,0
37,technician,single,0,tertiary,3,no,0,6101,no,0,no,0,cellular,4,may,60,5,87,1,1,0
38,blue-collar,married,1,primary,1,no,0,168,yes,1,yes,1,telephone,13,may,212,3,-1,0,0,0
39,blue-collar,married,1,primary,1,no,0,7685,yes,1,no,0,cellular,14,apr,493,3,-1,0,0,0
35,technician,divorced,0,tertiary,3,no,0,4515,yes,1,no,0,cellular,19,nov,98,2,-1,0,0,0
28,blue-collar,single,0,secondary,2,no,0,517,no,0,yes,1,cellular,8,jul,681,1,-1,0,0,1
27,blue-collar,single,0,secondary,2,no,0,148,no,0,no,0,cellular,22,jul,203,1,-1,0,0,0
48,retired,married,1,primary,1,yes,1,-285,no,0,yes,1,cellular,19,nov,157,1,-1,0,0,0
50,blue-collar,married,1,secondary,2,no,0,887,no,0,no,0,unknown,16,jun,287,1,-1,0,0,0
45,self-employed,married,1,secondary,2,no,0,3098,yes,1,no,0,cellular,7,aug,159,2,-1,0,0,0
41,technician,married,1,tertiary,3,no,0,744,yes,1,no,0,unknown,14,may,125,1,-1,0,0,0
39,technician,married,1,secondary,2,no,0,130,no,0,no,0,cellular,8,jul,202,2,-1,0,0,0
44,management,married,1,secondary,2,no,0,438,yes,1,no,0,telephone,8,may,37,3,303,1,0,0
54,admin.,married,1,secondary,2,no,0,0,no,0,no,0,cellular,28,jan,161,1,98,2,0,1
49,management,married,1,tertiary,3,no,0,322,no,0,no,0,cellular,6,aug,72,4,-1,0,0,0
34,blue-collar,single,0,secondary,2,no,0,186,no,0,no,0,cellular,2,feb,342,1,-1,0,0,0
75,retired,divorced,0,tertiary,3,no,0,3810,yes,1,no,0,cellular,16,nov,262,1,183,1,0,1
42,management,married,1,tertiary,3,no,0,0,no,0,no,0,cellular,13,aug,325,2,-1,0,0,0
53,blue-collar,married,1,secondary,2,no,0,4380,no,0,no,0,telephone,19,aug,223,7,-1,0,0,0
49,management,divorced,0,tertiary,3,no,0,755,no,0,no,0,cellular,31,jul,1212,4,-1,0,0,1
31,services,single,0,secondary,2,no,0,2070,no,0,no,0,cellular,29,aug,319,2,-1,0,0,0
45,blue-collar,single,0,primary,1,no,0,999,no,0,no,0,cellular,29,jan,182,2,-1,0,0,0
39,self-employed,married,1,secondary,2,no,0,167,yes,1,yes,1,cellular,17,jul,330,1,-1,0,0,0
46,technician,married,1,secondary,2,no,0,1322,yes,1,yes,1,cellular,19,nov,514,1,-1,0,0,0
42,admin.,divorced,0,secondary,2,no,0,1076,yes,1,no,0,unknown,14,may,213,1,-1,0,0,0
37,management,married,1,tertiary,3,no,0,502,yes,1,no,0,cellular,7,may,551,1,351,1,0,0
26,technician,single,0,tertiary,3,no,0,1216,yes,1,no,0,cellular,16,apr,472,2,-1,0,0,0
37,management,single,0,tertiary,3,no,0,876,yes,1,no,0,cellular,15,apr,140,4,327,2,0,0
36,services,single,0,secondary,2,no,0,342,yes,1,no,0,unknown,7,may,142,1,-1,0,0,0
29,blue-collar,single,0,primary,1,no,0,950,yes,1,no,0,unknown,4,jun,135,3,-1,0,0,0
36,blue-collar,married,1,primary,1,no,0,973,yes,1,yes,1,unknown,23,may,293,1,-1,0,0,0
26,technician,married,1,tertiary,3,no,0,3825,yes,1,no,0,unknown,13,may,107,1,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,2366,yes,1,no,0,unknown,20,may,127,2,-1,0,0,0
40,management,married,1,tertiary,3,no,0,542,yes,1,no,0,cellular,20,nov,1816,1,-1,0,0,0
53,management,married,1,primary,1,no,0,995,no,0,no,0,cellular,4,feb,200,3,-1,0,0,0
29,management,married,1,tertiary,3,no,0,20,yes,1,no,0,cellular,12,may,418,1,-1,0,0,0
34,technician,single,0,tertiary,3,no,0,228,yes,1,no,0,cellular,22,jul,387,4,-1,0,0,0
43,blue-collar,married,1,secondary,2,no,0,130,no,0,no,0,cellular,5,may,156,1,337,3,0,0
56,management,married,1,tertiary,3,no,0,217,no,0,yes,1,cellular,21,jul,121,2,-1,0,0,0
55,entrepreneur,divorced,0,tertiary,3,no,0,0,no,0,no,0,unknown,6,jun,108,2,-1,0,0,0
31,self-employed,married,1,tertiary,3,no,0,259,yes,1,no,0,cellular,7,may,47,1,-1,0,0,0
27,admin.,single,0,secondary,2,no,0,619,yes,1,no,0,cellular,20,apr,16,5,322,4,0,0
36,management,married,1,secondary,2,no,0,644,yes,1,no,0,cellular,18,nov,54,2,-1,0,0,0
44,management,married,1,tertiary,3,no,0,22,yes,1,no,0,cellular,6,aug,265,2,-1,0,0,0
37,admin.,divorced,0,tertiary,3,no,0,4303,yes,1,no,0,unknown,23,may,168,1,-1,0,0,0
30,admin.,single,0,secondary,2,no,0,239,yes,1,no,0,cellular,7,may,115,3,-1,0,0,0
42,technician,single,0,secondary,2,no,0,275,no,0,no,0,cellular,26,aug,31,8,-1,0,0,0
30,management,married,1,tertiary,3,no,0,1221,yes,1,no,0,telephone,25,jul,279,4,-1,0,0,1
62,retired,married,1,secondary,2,no,0,816,no,0,no,0,cellular,1,sep,28,2,-1,0,0,0
24,blue-collar,married,1,secondary,2,no,0,1222,yes,1,no,0,cellular,20,apr,369,1,-1,0,0,0
31,technician,married,1,secondary,2,no,0,2363,yes,1,no,0,unknown,13,may,247,1,-1,0,0,0
66,retired,married,1,tertiary,3,no,0,2262,no,0,no,0,cellular,22,apr,155,1,-1,0,0,0
47,admin.,married,1,secondary,2,no,0,2,no,0,no,0,cellular,10,jul,89,1,-1,0,0,0
39,entrepreneur,married,1,tertiary,3,no,0,2,yes,1,no,0,cellular,17,nov,180,1,-1,0,0,0
35,technician,married,1,secondary,2,no,0,4508,yes,1,no,0,cellular,18,nov,854,1,-1,0,0,1
35,admin.,divorced,0,secondary,2,no,0,-402,yes,1,no,0,cellular,17,apr,46,1,-1,0,0,0
27,technician,married,1,secondary,2,no,0,1577,yes,1,yes,1,unknown,28,may,266,2,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,34,yes,1,no,0,cellular,5,may,321,2,-1,0,0,0
44,management,married,1,tertiary,3,no,0,795,no,0,no,0,cellular,28,aug,99,24,-1,0,0,0
42,blue-collar,married,1,secondary,2,no,0,117,yes,1,no,0,unknown,9,may,147,1,-1,0,0,0
34,self-employed,single,0,tertiary,3,no,0,5462,no,0,no,0,cellular,30,apr,430,1,-1,0,0,1
25,services,single,0,secondary,2,no,0,402,no,0,yes,1,cellular,7,jul,264,1,-1,0,0,0
40,technician,single,0,secondary,2,no,0,641,no,0,no,0,cellular,16,jul,156,6,-1,0,0,0
43,management,divorced,0,tertiary,3,no,0,36,no,0,no,0,cellular,26,may,118,1,102,2,0,0
55,unemployed,married,1,tertiary,3,no,0,383,no,0,no,0,unknown,6,may,343,3,-1,0,0,0
50,blue-collar,married,1,secondary,2,no,0,283,yes,1,no,0,cellular,7,aug,226,3,-1,0,0,0
45,management,divorced,0,tertiary,3,no,0,0,no,0,no,0,unknown,1,jun,5,1,-1,0,0,0
35,blue-collar,divorced,0,secondary,2,no,0,3102,yes,1,no,0,cellular,20,nov,138,1,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,889,yes,1,no,0,cellular,10,sep,185,1,99,5,1,1
59,housemaid,married,1,secondary,2,no,0,0,no,0,no,0,telephone,3,feb,722,1,99,4,0,0
34,self-employed,married,1,secondary,2,no,0,-370,yes,1,no,0,unknown,21,may,748,1,-1,0,0,0
39,management,married,1,tertiary,3,no,0,-606,yes,1,no,0,unknown,26,may,142,1,-1,0,0,0
40,management,single,0,secondary,2,no,0,10378,yes,1,no,0,cellular,17,nov,523,3,-1,0,0,0
36,blue-collar,single,0,primary,1,no,0,1313,yes,1,no,0,unknown,20,jun,8,10,-1,0,0,0
40,management,married,1,tertiary,3,no,0,8969,yes,1,no,0,cellular,17,nov,153,1,-1,0,0,0
55,self-employed,married,1,secondary,2,no,0,-196,yes,1,no,0,unknown,20,may,210,2,-1,0,0,0
38,entrepreneur,married,1,secondary,2,yes,1,15,yes,1,no,0,cellular,10,jul,121,1,-1,0,0,0
61,admin.,married,1,secondary,2,no,0,4608,no,0,no,0,cellular,12,mar,212,1,-1,0,0,1
41,management,married,1,tertiary,3,no,0,666,yes,1,no,0,unknown,21,may,253,3,-1,0,0,0
57,blue-collar,married,1,primary,1,no,0,452,yes,1,no,0,unknown,13,may,139,4,-1,0,0,0
48,blue-collar,married,1,secondary,2,no,0,149,yes,1,no,0,unknown,9,may,71,1,-1,0,0,0
77,retired,married,1,tertiary,3,no,0,7802,no,0,no,0,telephone,4,may,421,1,92,2,1,1
35,services,married,1,secondary,2,no,0,1453,yes,1,no,0,unknown,28,may,199,1,-1,0,0,0
54,blue-collar,married,1,secondary,2,no,0,1480,yes,1,no,0,unknown,14,may,108,1,-1,0,0,0
37,management,single,0,unknown,0,no,0,715,yes,1,no,0,unknown,20,may,247,2,-1,0,0,0
56,management,single,0,secondary,2,no,0,237,yes,1,no,0,telephone,9,jul,236,4,-1,0,0,0
40,technician,married,1,secondary,2,no,0,694,yes,1,no,0,cellular,4,feb,97,4,196,5,0,0
40,management,married,1,tertiary,3,no,0,0,no,0,no,0,cellular,14,jul,109,8,-1,0,0,0
54,management,married,1,tertiary,3,no,0,55,yes,1,no,0,cellular,2,jun,112,2,-1,0,0,0
55,housemaid,married,1,primary,1,no,0,136,yes,1,no,0,unknown,19,jun,15,10,-1,0,0,0
55,services,divorced,0,secondary,2,yes,1,-404,yes,1,no,0,cellular,22,jul,502,3,-1,0,0,0
52,blue-collar,married,1,primary,1,no,0,779,yes,1,no,0,unknown,16,may,30,3,-1,0,0,0
55,blue-collar,single,0,primary,1,no,0,1187,yes,1,no,0,unknown,2,jun,193,2,-1,0,0,0
33,management,married,1,tertiary,3,no,0,641,yes,1,no,0,cellular,13,aug,347,2,-1,0,0,0
52,blue-collar,married,1,unknown,0,no,0,826,yes,1,no,0,unknown,15,may,468,2,-1,0,0,0
33,services,divorced,0,secondary,2,no,0,991,yes,1,no,0,unknown,27,may,148,1,-1,0,0,0
53,admin.,married,1,secondary,2,no,0,1796,no,0,no,0,telephone,16,mar,295,1,91,2,1,1
46,admin.,married,1,secondary,2,no,0,22,no,0,no,0,cellular,26,aug,388,6,-1,0,0,1
44,technician,single,0,secondary,2,no,0,244,yes,1,no,0,cellular,12,aug,1735,4,-1,0,0,1
48,management,divorced,0,tertiary,3,no,0,1328,yes,1,no,0,unknown,6,may,339,1,-1,0,0,0
50,housemaid,married,1,secondary,2,no,0,7317,yes,1,no,0,cellular,13,may,172,1,370,1,0,0
34,technician,single,0,secondary,2,no,0,4943,yes,1,yes,1,cellular,19,nov,117,2,-1,0,0,0
38,technician,single,0,secondary,2,no,0,258,no,0,yes,1,unknown,20,jun,587,2,-1,0,0,0
42,management,single,0,tertiary,3,no,0,515,yes,1,no,0,cellular,19,nov,501,2,-1,0,0,0
32,management,single,0,tertiary,3,no,0,12607,no,0,no,0,cellular,14,aug,203,5,84,1,0,0
58,admin.,married,1,secondary,2,no,0,2,yes,1,yes,1,telephone,25,jul,282,9,-1,0,0,0
31,management,married,1,tertiary,3,no,0,13,no,0,no,0,cellular,28,aug,110,5,-1,0,0,0
19,student,single,0,primary,1,no,0,103,no,0,no,0,cellular,10,jul,104,2,-1,0,0,1
41,management,married,1,tertiary,3,no,0,3872,no,0,no,0,cellular,15,oct,231,1,-1,0,0,0
31,unemployed,married,1,secondary,2,no,0,296,yes,1,no,0,unknown,20,may,378,3,-1,0,0,0
52,self-employed,single,0,primary,1,no,0,217,no,0,yes,1,cellular,15,jul,193,6,-1,0,0,0
42,self-employed,divorced,0,tertiary,3,no,0,360,yes,1,no,0,unknown,24,jun,110,5,-1,0,0,0
41,blue-collar,single,0,secondary,2,no,0,428,yes,1,no,0,cellular,12,may,92,1,-1,0,0,0
30,blue-collar,single,0,secondary,2,no,0,315,no,0,no,0,cellular,23,jun,1407,1,-1,0,0,1
38,blue-collar,married,1,secondary,2,no,0,121,yes,1,yes,1,cellular,6,feb,168,1,212,2,0,0
32,management,married,1,tertiary,3,no,0,820,yes,1,no,0,cellular,17,jul,738,3,-1,0,0,0
52,technician,married,1,secondary,2,no,0,195,yes,1,no,0,cellular,18,feb,220,1,63,5,0,1
48,management,divorced,0,tertiary,3,no,0,108,yes,1,no,0,unknown,27,may,89,2,-1,0,0,0
36,management,married,1,tertiary,3,no,0,-381,yes,1,no,0,cellular,31,jul,30,29,-1,0,0,0
45,unemployed,divorced,0,primary,1,no,0,757,no,0,no,0,cellular,20,apr,103,1,325,4,0,0
34,technician,married,1,tertiary,3,no,0,691,yes,1,yes,1,unknown,2,jun,70,1,-1,0,0,0
36,blue-collar,married,1,primary,1,no,0,1925,yes,1,no,0,cellular,20,apr,904,2,-1,0,0,1
34,management,married,1,tertiary,3,no,0,902,yes,1,no,0,cellular,14,may,159,1,367,2,0,0
61,retired,married,1,secondary,2,no,0,5207,no,0,no,0,cellular,11,sep,336,1,81,2,0,0
54,services,married,1,secondary,2,no,0,0,no,0,no,0,unknown,19,jun,220,1,-1,0,0,0
